Address,City,Zip,SoldDate,Bathrooms,Bedrooms,LivingArea,LandArea,PropPrice,InflationRate,FederalInt,MonthID
244 N Delaware St,Chandler,85225,2/19/24,3,4,1272,7532,275000,3.1,5.33,2
923 W Mesquite St,Chandler,85225,2/16/24,2,3,1480,7492,428000,3.1,5.33,2
304 W El Prado Rd,Chandler,85225,2/16/24,2,3,1300,8024,419000,3.1,5.33,2
1412 E Ironwood Dr,Chandler,85225,2/16/24,2,3,1308,7823,435300,3.1,5.33,2
663 E Manor Dr,Chandler,85225,2/16/24,2,3,1415,8407,494000,3.1,5.33,2
914 W Loughlin Dr,Chandler,85225,2/15/24,2,3,1480,7353,410000,3.1,5.33,2
860 N McQueen Rd UNIT 1168,Chandler,85225,2/15/24,3,3,1287,1426,394000,3.1,5.33,2
137 N Ithica Pl,Chandler,85225,2/15/24,2,3,1144,0.25,340000,3.1,5.33,2
286 W Palomino Dr UNIT 31,Chandler,85225,2/14/24,2,2,882,458,230000,3.1,5.33,2
801 E Chicago St,Chandler,85225,2/14/24,2,3,2045,6965,545000,3.1,5.33,2
286 W Palomino Dr UNIT 19,Chandler,85225,2/13/24,2,2,882,458,237000,3.1,5.33,2
770 W Kesler Ln,Chandler,85225,2/13/24,2,4,1710,7876,525000,3.1,5.33,2
312 W Marlboro Dr,Chandler,85225,2/12/24,2,4,1886,7532,527500,3.1,5.33,2
1550 N Sunset Pl,Chandler,85225,2/9/24,3,3,1571,5693,445000,3.1,5.33,2
873 N Crossbow Ct,Chandler,85225,2/9/24,3,3,1876,7253,510000,3.1,5.33,2
664 W Mesquite St,Chandler,85225,2/9/24,2,3,1282,6612,434000,3.1,5.33,2
1733 E Geronimo St,Chandler,85225,2/9/24,3,3,1575,3058,429900,3.1,5.33,2
2420 E Whitten St,Chandler,85225,2/9/24,2,4,2288,8690,600000,3.1,5.33,2
256 S Springs Dr,Chandler,85225,2/8/24,2,3,1444,5385,425000,3.1,5.33,2
1012 E Sheffield Ave,Chandler,85225,2/8/24,3,4,2957,9496,600000,3.1,5.33,2
1325 E Whitten Pl,Chandler,85225,2/8/24,2,4,2257,8441,580000,3.1,5.33,2
1165 E Ivanhoe St,Chandler,85225,2/7/24,2,2,1036,6969,305000,3.1,5.33,2
2410 E Geronimo St,Chandler,85225,2/5/24,2,3,2288,0.27,685000,3.1,5.33,2
1553 E Fairview St,Chandler,85225,2/4/24,2,3,1284,8747,566000,3.1,5.33,2
881 W Folley St,Chandler,85225,2/1/24,5,5,4695,9800,880000,3.1,5.33,2
762 E Kent Ave,Chandler,85225,1/31/24,2,3,1659,7227,540000,3.09,5.33,1
1961 N Hartford St UNIT 1130,Chandler,85225,1/31/24,3,2,1184,838,330000,3.09,5.33,1
870 S Palm Ln UNIT 56,Chandler,85225,1/31/24,2,2,837,1076,289000,3.09,5.33,1
1841 E Ross Dr,Chandler,85225,1/31/24,3,4,2288,7941,625000,3.09,5.33,1
2421 E Geronimo St,Chandler,85225,1/31/24,2,3,1713,8530,412500,3.09,5.33,1
2609 N Pleasant Dr,Chandler,85225,1/30/24,2,3,1463,6909,475000,3.09,5.33,1
705 W El Prado Rd,Chandler,85225,1/29/24,2,3,1368,6534,430000,3.09,5.33,1
921 N Oxford Ln,Chandler,85225,1/29/24,3.5,4,2708,0.29,352000,3.09,5.33,1
670 W Dublin St,Chandler,85225,1/26/24,2,3,1333,7976,415000,3.09,5.33,1
286 W Palomino Dr UNIT 22,Chandler,85225,1/26/24,2,2,882,458,206000,3.09,5.33,1
765 S Bedford Dr,Chandler,85225,1/26/24,2,3,1427,4612,447000,3.09,5.33,1
900 S Canal Dr UNIT 216,Chandler,85225,1/26/24,2,2,1289,1253,367500,3.09,5.33,1
1149 N Jay Pl,Chandler,85225,1/26/24,3,3,2060,3060,550000,3.09,5.33,1
3324 N Nebraska St,Chandler,85225,1/25/24,2,2,1782,10354,515000,3.09,5.33,1
25 S Willow Creek St,Chandler,85225,1/24/24,3,4,2144,4735,517500,3.09,5.33,1
900 S Lafayette Dr,Chandler,85225,1/24/24,2,3,1713,8510,525000,3.09,5.33,1
683 E Park Ave,Chandler,85225,1/23/24,2,3,1528,5667,474250,3.09,5.33,1
553 W Myrna Ln,Chandler,85225,1/23/24,2,3,1814,8059,442500,3.09,5.33,1
124 N California St UNIT 19,Chandler,85225,1/22/24,4,3,2037,1130,520000,3.09,5.33,1
902 W Curry St,Chandler,85225,1/19/24,2,3,2102,7880,580000,3.09,5.33,1
397 E Sheffield Ave,Chandler,85225,1/19/24,2,3,1434,5400,455000,3.09,5.33,1
384 E Ironwood Dr,Chandler,85225,1/17/24,2,3,1587,5400,465000,3.09,5.33,1
860 N Hudson Dr,Chandler,85225,1/16/24,2,4,2525,0.28,777000,3.09,5.33,1
2362 E San Tan St,Chandler,85225,1/16/24,2,3,2448,9226,690000,3.09,5.33,1
1961 N Hartford St UNIT 1109,Chandler,85225,1/15/24,3,2,1530,1013,355000,3.09,5.33,1
1192 E Erie St,Chandler,85225,1/12/24,2,3,1508,9766,480000,3.09,5.33,1
311 W Bentrup St,Chandler,85225,1/12/24,3,4,2869,10023,580000,3.09,5.33,1
3491 N Arizona Ave UNIT 177,Chandler,85225,1/10/24,3,2,1046,514,315000,3.09,5.33,1
873 W Shannon St,Chandler,85225,1/8/24,2,4,1645,7553,372000,3.09,5.33,1
732 E Chicago St,Chandler,85225,1/8/24,2,4,1713,8538,420000,3.09,5.33,1
501 E Ray Rd #161,Chandler,85225,1/5/24,2,2,950,3000,30000,3.09,5.33,1
368 E Campbell Rd,Chandler,85225,1/4/24,2,4,2522,0.91,950000,3.09,5.33,1
1961 N Hartford St UNIT 1087,Chandler,85225,1/4/24,3,3,1530,1004,359500,3.09,5.33,1
1761 E Tulsa St,Chandler,85225,1/2/24,2,3,1438,5545,465000,3.09,5.33,1
806 W El Alba Way,Chandler,85225,1/2/24,2,3,1262,6747,412000,3.09,5.33,1
523 W Highland St,Chandler,85225,12/29/23,2,3,1288,8699,450000,3.35,5.33,12
1437 E Chicago Cir,Chandler,85225,12/29/23,3,4,2180,4596,615000,3.35,5.33,12
2941 E Tyson St,Chandler,85225,12/29/23,2,3,1693,10000,484800,3.35,5.33,12
1973 N Iowa St,Chandler,85225,12/27/23,2,3,1250,4969,448000,3.35,5.33,12
1970 N Hartford St UNIT 75,Chandler,85225,12/27/23,2,3,1136,871,311000,3.35,5.33,12
876 S Nebraska St UNIT 85,Chandler,85225,12/27/23,2,3,1188,2102,325000,3.35,5.33,12
676 S Vine St,Chandler,85225,12/27/23,2,3,1720,6769,515000,3.35,5.33,12
716 W Boxelder Pl,Chandler,85225,12/22/23,1.5,2,1170,3484,310000,3.35,5.33,12
1084 N Dakota St,Chandler,85225,12/21/23,2,3,1573,8969,380000,3.35,5.33,12
3413 N Pleasant Dr,Chandler,85225,12/19/23,2,3,1494,4513,430000,3.35,5.33,12
870 S Edith Dr,Chandler,85225,12/19/23,3,3,1867,5916,645000,3.35,5.33,12
1428 E Chicago Cir,Chandler,85225,12/15/23,2,3,1385,5454,514500,3.35,5.33,12
13423 E Chicago St,Chandler,85225,12/15/23,2,3,1844,6504,492000,3.35,5.33,12
964 E Manor Dr,Chandler,85225,12/14/23,3,3,1336,7214,480000,3.35,5.33,12
846 E Manor Dr,Chandler,85225,12/14/23,3,3,1372,5027,400000,3.35,5.33,12
908 E Savannah Dr,Chandler,85225,12/14/23,2,2,1348,4265,445000,3.35,5.33,12
860 N McQueen Rd UNIT 1135,Chandler,85225,12/11/23,3,2,1152,1027,365000,3.35,5.33,12
1323 N Bedford Dr,Chandler,85225,12/11/23,3,4,2653,0.31,750000,3.35,5.33,12
495 W Ironwood Dr,Chandler,85225,12/8/23,2,3,2533,9331,430000,3.35,5.33,12
2310 E Buffalo St,Chandler,85225,12/8/23,2,3,1160,8124,410000,3.35,5.33,12
664 E Gail Dr,Chandler,85225,12/8/23,2,3,1528,6020,498000,3.35,5.33,12
2821 E Tyson St,Chandler,85225,12/8/23,2,2,1623,6625,461000,3.35,5.33,12
1328 E Binner Dr,Chandler,85225,12/7/23,2,4,1637,4796,450000,3.35,5.33,12
1255 N Arizona Ave #1186,Chandler,85225,12/7/23,2,2,1772,1772,467000,3.35,5.33,12
426 W Boxelder Pl,Chandler,85225,12/6/23,2,3,2388,0.38,431000,3.35,5.33,12
1090 E Oakland St,Chandler,85225,12/5/23,2,4,2452,0.3,698000,3.35,5.33,12
185 S Kingston St,Chandler,85225,12/5/23,2,3,1482,7026,480000,3.35,5.33,12
900 S Canal Dr UNIT 226,Chandler,85225,12/5/23,2,3,1820,1908,428000,3.35,5.33,12
974 S Sunset Ct,Chandler,85225,12/4/23,3,4,2054,10071,495500,3.35,5.33,12
517 N Newport St,Chandler,85225,12/1/23,4,4,2676,9008,607000,3.35,5.33,12
671 W Toledo St,Chandler,85225,11/30/23,3,4,1969,9339,600000,3.14,5.33,11
860 N McQueen Rd UNIT 1072,Chandler,85225,11/30/23,3,3,1238,1461,360000,3.14,5.33,11
860 N McQueen Rd UNIT 1048,Chandler,85225,11/30/23,2.5,2,1100,1010,360000,3.14,5.33,11
818 E Monterey St,Chandler,85225,11/30/23,2,3,1310,5340,486000,3.14,5.33,11
2 S Quarty Cir,Chandler,85225,11/30/23,6,5,3796,0.34,1190000,3.14,5.33,11
1902 E Shannon St,Chandler,85225,11/30/23,2,4,2374,7662,522000,3.14,5.33,11
240 N Nash Way,Chandler,85225,11/30/23,3,3,2036,5680,505000,3.14,5.33,11
2391 E Fairview St,Chandler,85225,11/30/23,2,4,2288,8895,575000,3.14,5.33,11
901 E Madeline Dr,Chandler,85225,11/30/23,2,3,1348,4265,424000,3.14,5.33,11
155 N Lakeview Blvd UNIT 269,Chandler,85225,11/30/23,2,3,1637,1517,445000,3.14,5.33,11
1601 N Saba St UNIT 277,Chandler,85225,11/29/23,2,2,870,640,306000,3.14,5.33,11
420 N Cheri Lynn Dr,Chandler,85225,11/29/23,2,3,1756,8237,480000,3.14,5.33,11
123 N Washington St UNIT 37,Chandler,85225,11/29/23,3,2,1523,1386,395400,3.14,5.33,11
725 W Sterling Pl,Chandler,85225,11/28/23,2,2,1124,4495,370000,3.14,5.33,11
874 W Whitten St,Chandler,85225,11/28/23,4,4,3851,10488,915000,3.14,5.33,11
1255 N Arizona Ave #1170,Chandler,85225,11/28/23,3,3,1681,714,444900,3.14,5.33,11
1450 N Evergreen St,Chandler,85225,11/27/23,2,5,1496,5702,290000,3.14,5.33,11
877 W Sterling Pl,Chandler,85225,11/27/23,2,3,1231,4704,355000,3.14,5.33,11
1621 E San Tan St,Chandler,85225,11/22/23,2,4,1825,6578,520000,3.14,5.33,11
261 N Norman Way,Chandler,85225,11/22/23,2,4,2110,7729,598500,3.14,5.33,11
1073 E Senate Cir,Chandler,85225,11/21/23,2,4,2090,0.52,569000,3.14,5.33,11
625 S Cheri Lynn Dr,Chandler,85225,11/21/23,2,3,2058,7388,550000,3.14,5.33,11
856 W Monterey St,Chandler,85225,11/20/23,2,3,1350,8712,435000,3.14,5.33,11
2046 N Illinois St,Chandler,85225,11/20/23,2,3,1266,4590,414900,3.14,5.33,11
1461 E Park Ave,Chandler,85225,11/17/23,3,3,1362,4245,448000,3.14,5.33,11
922 E Calle Del Norte,Chandler,85225,11/16/23,3,3,1336,5563,443900,3.14,5.33,11
843 W Calle Del Norte,Chandler,85225,11/16/23,2,3,1237,6055,300000,3.14,5.33,11
601 W Monterey St,Chandler,85225,11/16/23,2,3,1554,9945,425000,3.14,5.33,11
1810 N Cheri Lynn Dr,Chandler,85225,11/15/23,2,3,1270,9021,420000,3.14,5.33,11
425 W Knox Rd,Chandler,85225,11/15/23,2,2,1479,3964,375000,3.14,5.33,11
701 W Harrison St,Chandler,85225,11/15/23,2,3,1485,8006,419900,3.14,5.33,11
900 S Canal Dr UNIT 122,Chandler,85225,11/15/23,2,3,1635,1929,420000,3.14,5.33,11
1591 E Carla Vista Dr,Chandler,85225,11/14/23,3,4,1878,6878,573000,3.14,5.33,11
751 E Los Arboles Ct,Chandler,85225,11/13/23,2,3,1543,7379,469900,3.14,5.33,11
838 E Elgin St,Chandler,85225,11/13/23,3,3,1595,5201,460000,3.14,5.33,11
1456 E Carla Vista Dr,Chandler,85225,11/10/23,3,4,2693,8054,595000,3.14,5.33,11
2303 E San Tan St,Chandler,85225,11/9/23,2,4,2389,9078,615000,3.14,5.33,11
2155 N Grace Blvd,Chandler,85225,11/9/23,2,2,1180,1129,325000,3.14,5.33,11
2155 N Grace Blvd UNIT 104,Chandler,85225,11/9/23,2,2,1180,1129,325000,3.14,5.33,11
100 S Cooper Rd,Chandler,85225,11/8/23,2,2,1205,0.74,690000,3.14,5.33,11
524 W Gail Dr,Chandler,85225,11/7/23,2,3,1626,9200,510000,3.14,5.33,11
2941 N Oregon St UNIT 13,Chandler,85225,11/7/23,2,2,1037,710,325000,3.14,5.33,11
1815 N Cheri Lynn Dr,Chandler,85225,11/6/23,2,3,1270,6604,380000,3.14,5.33,11
428 N Colorado St,Chandler,85225,11/6/23,2,3,1633,8002,380000,3.14,5.33,11
514 W Sundance Way,Chandler,85225,11/3/23,2,3,1288,8917,499990,3.14,5.33,11
703 W Greentree Dr,Chandler,85225,11/3/23,2,3,1336,5136,480500,3.14,5.33,11
588 N Amber Ct,Chandler,85225,11/3/23,2,3,1208,5105,430000,3.14,5.33,11
3839 W 65th St,Chicago,60629,2/14/24,1,2,1053,4092,225000,3.1,5.33,2
5830 S Tripp Ave,Chicago,60629,2/12/24,3,6,1356,3750,249900,3.1,5.33,2
3708 W 56th Pl,Chicago,60629,2/9/24,2,4,934,4356,309000,3.1,5.33,2
6847 S Kolin Ave,Chicago,60629,2/9/24,1,3,1090,4687.06,270000,3.1,5.33,2
3854 W 59th St,Chicago,60629,2/7/24,3,3,1156,3124.99,318000,3.1,5.33,2
5608 S Kolmar Ave,Chicago,60629,2/5/24,2,4,1164,3780,299900,3.1,5.33,2
5947 S Kostner Ave,Chicago,60629,2/5/24,2,4,1584,6316.2,350000,3.1,5.33,2
7325 S Mozart St,Chicago,60629,2/5/24,2,3,960,4791.6,180000,3.1,5.33,2
5826 S Tripp Ave,Chicago,60629,2/2/24,1,3,1000,3780,220000,3.1,5.33,2
3936 W 61st Pl,Chicago,60629,2/1/24,1,3,976,3125,215000,3.1,5.33,2
5619 S California Ave,Chicago,60629,1/31/24,3,3,912,3750.52,125000,3.09,5.33,1
5920 S Talman Ave,Chicago,60629,1/31/24,2,3,1188,3750,172000,3.09,5.33,1
5536 S Christiana Ave,Chicago,60629,1/31/24,2,6,990,4284,190000,3.09,5.33,1
7343 S Albany Ave,Chicago,60629,1/31/24,2,4,1100,4284,320000,3.09,5.33,1
3939 W 66th St,Chicago,60629,1/30/24,2,4,1452,7405.2,310000,3.09,5.33,1
(undisclosed Address),Chicago,60629,8/30/22,2,5,1400,3750.52,320000,8.26,2.33,8
6215 S Washtenaw Ave,Chicago,60629,1/22/24,1,4,1600,3750,225000,3.09,5.33,1
5519 S Richmond St,Chicago,60629,1/19/24,1,3,1161,4375,242500,3.09,5.33,1
7324 S Washtenaw Ave,Chicago,60629,1/19/24,2,3,1005,3750,185000,3.09,5.33,1
6733 S Tripp Ave,Chicago,60629,1/16/24,3,6,2709,3746.16,385000,3.09,5.33,1
6025 S Mozart St,Chicago,60629,1/12/24,1,3,1387,3750,203000,3.09,5.33,1
3744 W 61st St,Chicago,60629,1/12/24,1,3,656,3125,107500,3.09,5.33,1
7312 S Albany Ave,Chicago,60629,1/12/24,3,2,1056,4325.51,165000,3.09,5.33,1
3816 W Marquette Rd,Chicago,60629,1/10/24,1,2,1036,4356,360000,3.09,5.33,1
7149 S Kedzie Ave,Chicago,60629,1/10/24,1,4,1434,3484,270000,3.09,5.33,1
6507 S Karlov Ave,Chicago,60629,1/8/24,2,4,1219,3750.52,320000,3.09,5.33,1
6345 S Kedvale Ave,Chicago,60629,1/5/24,1,4,1088,3750,220000,3.09,5.33,1
6155 S Kilbourn Ave,Chicago,60629,1/4/24,2,4,1600,3780,280000,3.09,5.33,1
7130 S Christiana Ave,Chicago,60629,1/4/24,1,4,1550,3780,210000,3.09,5.33,1
5921 S Mozart St,Chicago,60629,1/3/24,1,2,1032,3750,80000,3.09,5.33,1
6422 S Kildare Ave,Chicago,60629,1/2/24,2,4,2500,3750,315000,3.09,5.33,1
5643 S Kilbourn Ave,Chicago,60629,12/29/23,1,2,816,3780,150000,3.35,5.33,12
3719 W 66th St,Chicago,60629,12/28/23,2,4,1160,3881.2,280000,3.35,5.33,12
3807 W 63rd St,Chicago,60629,12/22/23,3,4,1540,3101.47,220000,3.35,5.33,12
6649 S Kenneth Ave,Chicago,60629,12/21/23,2,6,2128,3746.16,325000,3.35,5.33,12
6748 S Kenneth Ave,Chicago,60629,12/21/23,1,2,912,3780,225000,3.35,5.33,12
6430 S Albany Ave,Chicago,60629,12/21/23,1,2,840,3125,115000,3.35,5.33,12
5920 S Kedzie Ave APT 8,Chicago,60629,12/21/23,1,2,750,0.42,71000,3.35,5.33,12
5635 S Mozart St,Chicago,60629,12/18/23,2,4,1080,4375,232000,3.35,5.33,12
3711 W 60th St,Chicago,60629,12/18/23,2,4,1141,3125,332000,3.35,5.33,12
5910 S Kenneth Ave,Chicago,60629,12/18/23,1,3,1086,5052.96,220000,3.35,5.33,12
3609 W Marquette Rd,Chicago,60629,12/18/23,3,5,3328,3123.25,430000,3.35,5.33,12
3645 W 58th Pl,Chicago,60629,12/15/23,2,3,1660,3750.52,329900,3.35,5.33,12
3647 W 60th Pl,Chicago,60629,12/15/23,2,4,1029,3136.32,260000,3.35,5.33,12
3408 W 66th St,Chicago,60629,12/15/23,3,4,2050,3125,280000,3.35,5.33,12
6347 S Talman Ave,Chicago,60629,12/15/23,2,6,1071,3087,120000,3.35,5.33,12
6024 S Albany Ave,Chicago,60629,12/12/23,3,6,1312,3750,242000,3.35,5.33,12
3837 W 62nd Pl,Chicago,60629,12/12/23,1,3,1190,3420,295000,3.35,5.33,12
6618 S Kenneth Ave,Chicago,60629,12/11/23,2,4,1285,3484.8,272000,3.35,5.33,12
6616 S Kostner Ave,Chicago,60629,12/11/23,1,2,928,3750,185000,3.35,5.33,12
7327 S Francisco Ave,Chicago,60629,12/11/23,2,3,1650,5039.89,258500,3.35,5.33,12
7224 S Hamlin Ave,Chicago,60629,12/11/23,2,5,1088,3750,300000,3.35,5.33,12
5629 S Artesian Ave,Chicago,60629,12/8/23,2,3,1524,3509,90000,3.35,5.33,12
5648 S Trumbull Ave,Chicago,60629,12/8/23,1,3,1150,3906,100000,3.35,5.33,12
4513 W 66th St,Chicago,60629,12/8/23,2,4,1170,4987.62,255000,3.35,5.33,12
3229 W 64th St,Chicago,60629,12/8/23,2,3,1200,3125,270000,3.35,5.33,12
7215 S Whipple St,Chicago,60629,12/8/23,1,4,1872,3781.01,200000,3.35,5.33,12
7115 S Rockwell St,Chicago,60629,12/8/23,3,4,1280,3781.01,115000,3.35,5.33,12
3527 W 62nd St,Chicago,60629,12/5/23,1,2,804,4791,155000,3.35,5.33,12
6437 S Keating Ave,Chicago,60629,12/5/23,1,3,1042,3750,140000,3.35,5.33,12
7158 S Rockwell St,Chicago,60629,12/4/23,2,4,1663,3125,210000,3.35,5.33,12
6429 S Albany Ave,Chicago,60629,12/4/23,3,5,966,5375,190000,3.35,5.33,12
3909 W 64th St,Chicago,60629,12/1/23,2,3,1081,3720,220000,3.35,5.33,12
6417 S Troy St,Chicago,60629,12/1/23,2,4,1219,3750.52,259900,3.35,5.33,12
7305 S Troy St,Chicago,60629,12/1/23,2,3,750,3125,220000,3.35,5.33,12
7138 S Avers Ave,Chicago,60629,12/1/23,2,5,1300,3125,307000,3.35,5.33,12
3633 W 59th Pl,Chicago,60629,12/1/23,3,5,2588,3125,400000,3.35,5.33,12
6223 S Troy St,Chicago,60629,11/30/23,3,6,1300,3747,310000,3.14,5.33,11
4508 W 66th St,Chicago,60629,11/30/23,2,4,2100,5000,345000,3.14,5.33,11
3606 W 65th Pl,Chicago,60629,11/30/23,1,3,1300,5280,250000,3.14,5.33,11
3419 W 74th St,Chicago,60629,11/30/23,3,5,1339,3750,262000,3.14,5.33,11
3705 W 71st St,Chicago,60629,11/29/23,2,5,1086,3125,300000,3.14,5.33,11
5759 S Artesian Ave,Chicago,60629,11/28/23,4,4,1500,3664,120000,3.14,5.33,11
3501 W 58th Pl,Chicago,60629,11/28/23,2,2,1136,3125,100000,3.14,5.33,11
6618 S Washtenaw Ave,Chicago,60629,11/28/23,3,5,1900,3781.01,270000,3.14,5.33,11
3734 W 69th Pl,Chicago,60629,11/27/23,2,4,864,3125,290000,3.14,5.33,11
3933 W 58th St,Chicago,60629,11/22/23,1,2,1100,3125,230000,3.14,5.33,11
3432 W 61st Pl,Chicago,60629,11/22/23,3,7,1860,0.25,330000,3.14,5.33,11
3517 W 65th Pl,Chicago,60629,11/22/23,3,7,2597,3125,275000,3.14,5.33,11
6623 S Maplewood Ave,Chicago,60629,11/22/23,1,3,1200,3000,180000,3.14,5.33,11
7242 S Sawyer Ave,Chicago,60629,11/21/23,3,5,3780,3125,290000,3.14,5.33,11
6143 S Troy St,Chicago,60629,11/20/23,1,5,1226,3920.4,250000,3.14,5.33,11
7355 S Campbell Ave,Chicago,60629,11/20/23,1,3,1056,3781.01,200000,3.14,5.33,11
5654 S Kolmar Ave,Chicago,60629,11/17/23,1,2,1084,3750,289000,3.14,5.33,11
3647 W 70th St,Chicago,60629,11/16/23,2,3,1100,4680,243000,3.14,5.33,11
5745 S Trumbull Ave,Chicago,60629,11/15/23,2,5,1500,3150,346000,3.14,5.33,11
3945 W 55th Pl,Chicago,60629,11/14/23,1,2,777,3025,215000,3.14,5.33,11
6448 S Kildare Ave,Chicago,60629,11/14/23,2,2,1208,3750,211757,3.14,5.33,11
6041 S Whipple St,Chicago,60629,11/13/23,2,5,1021,3750,261000,3.14,5.33,11
6451 S Keating Ave,Chicago,60629,11/13/23,2,4,1320,3750,260000,3.14,5.33,11
3752 W 56th St,Chicago,60629,11/10/23,2,3,1250,3612,280000,3.14,5.33,11
3527 W 64th Pl,Chicago,60629,11/8/23,1.5,2,1032,4092,230000,3.14,5.33,11
3512 W Marquette Rd,Chicago,60629,11/7/23,1.5,4,1433,3920,300000,3.14,5.33,11
3935 W 67th Pl,Chicago,60629,11/7/23,1,2,936,3920,180000,3.14,5.33,11
3432 W 64th St,Chicago,60629,11/6/23,3,7,2110,0.25,330000,3.14,5.33,11
6747 S Artesian Ave,Chicago,60629,11/6/23,3,5,3125,3125,215000,3.14,5.33,11
3730 W 68th St,Chicago,60629,11/3/23,1,3,512,3125,112000,3.14,5.33,11
6714 S Kenneth Ave,Chicago,60629,11/1/23,3,5,1620,3500,350000,3.14,5.33,11
7204 S Rockwell St,Chicago,60629,11/1/23,1,4,875,3750,125000,3.14,5.33,11
6452 S Sacramento Ave,Chicago,60629,10/31/23,1,3,1450,5000,252000,3.24,5.33,10
3311 W 65th St,Chicago,60629,10/30/23,3,5,1334,3720,200000,3.24,5.33,10
7350 S Troy St,Chicago,60629,10/27/23,2,3,1111,5166,152000,3.24,5.33,10
6207 S Sacramento Ave,Chicago,60629,10/26/23,2,5,1337,3750.52,260000,3.24,5.33,10
6617 S Keating Ave,Chicago,60629,10/26/23,3,4,1350,3750.52,309000,3.24,5.33,10
3715 W 69th St,Chicago,60629,10/26/23,1,2,857,3750,165000,3.24,5.33,10
3929 W 61st Pl,Chicago,60629,10/25/23,1,2,966,3750,160000,3.24,5.33,10
6848 S Tripp Ave,Chicago,60629,10/25/23,1,3,1120,3900,250000,3.24,5.33,10
6344 S Talman Ave,Chicago,60629,10/25/23,2,5,1770,4158,300000,3.24,5.33,10
5644 S Keeler Ave,Chicago,60629,10/24/23,1,3,882,5052.96,235000,3.24,5.33,10
3649 W 60th St,Chicago,60629,10/23/23,1,2,1032,4290,240000,3.24,5.33,10
6007 S Kolmar Ave,Chicago,60629,10/23/23,2,5,1474,3750,298000,3.24,5.33,10
5626 S Washtenaw Ave,Chicago,60629,10/20/23,3,5,1179,3125,300000,3.24,5.33,10
6634 S Francisco Ave,Chicago,60629,10/20/23,1,3,1434,3625,246000,3.24,5.33,10
5916 S Kostner Ave,Chicago,60629,10/18/23,1,3,1800,3750,261000,3.24,5.33,10
4029 W 58th St,Chicago,60629,10/17/23,1,2,992,2400,165000,3.24,5.33,10
6529 S Campbell Ave,Chicago,60629,10/17/23,2,3,1132,3750,185000,3.24,5.33,10
3435 W 71st Pl,Chicago,60629,10/17/23,2,3,1033,3750,166000,3.24,5.33,10
5951 S Kostner Ave,Chicago,60629,10/16/23,2,3,1728,3125,345000,3.24,5.33,10
3601 W 66th Pl,Chicago,60629,10/13/23,3,5,4375,4251.46,215000,3.24,5.33,10
3333 W 63rd Pl,Chicago,60629,10/13/23,2,4,1250,3101.47,273000,3.24,5.33,10
3315 W 71st St,Chicago,60629,10/13/23,3,4,1443,4687.06,309900,3.24,5.33,10
4549 W 64th St,Chicago,60629,10/12/23,1,3,1248,5652,230000,3.24,5.33,10
6540 S Kolin Ave,Chicago,60629,10/11/23,1,2,928,3750,180000,3.24,5.33,10
5808 S Rockwell St,Chicago,60629,10/10/23,1,3,1421,4268.88,200000,3.24,5.33,10
3828 W 59th Pl,Chicago,60629,10/10/23,2,2,1035,3136.32,195000,3.24,5.33,10
6638 S Artesian Ave,Chicago,60629,10/10/23,3,4,1800,3750.52,305000,3.24,5.33,10
7227 S Maplewood Ave,Chicago,60629,10/10/23,2,6,1200,3125,255000,3.24,5.33,10
5951 S Mozart St,Chicago,60629,10/6/23,3,5,1800,3750,285000,3.24,5.33,10
6605 S Albany Ave,Chicago,60629,10/6/23,2,3,899,3123.25,250000,3.24,5.33,10
5819 S Christiana Ave,Chicago,60629,10/5/23,1,3,1078,3780,255000,3.24,5.33,10
6634 S Kolin Ave,Chicago,60629,10/5/23,3,4,1300,3750.52,265000,3.24,5.33,10
5519 S Kenneth Ave,Chicago,60629,10/4/23,2,7,2300,3780,380000,3.24,5.33,10
4059 W 58th St,Chicago,60629,10/4/23,1,2,992,2000,172000,3.24,5.33,10
3611 W 55th Pl,Chicago,60629,10/2/23,2,3,1100,3000,242000,3.24,5.33,10
3647 W 61st St,Chicago,60629,10/2/23,2,5,1029,3125,126500,3.24,5.33,10
3705 W 65th Pl,Chicago,60629,10/2/23,2,5,1100,4159.98,300000,3.24,5.33,10
5740 S Kilbourn Ave,Chicago,60629,9/29/23,2,2,1100,3781.01,265000,3.7,5.33,9
6155 S Komensky Ave,Chicago,60629,9/28/23,2,5,1106,3600,335000,3.7,5.33,9
3908 W 64th Pl,Chicago,60629,9/28/23,3,6,1356,3720.02,382500,3.7,5.33,9
7350 S California Ave,Chicago,60629,9/28/23,1,2,1144,4660.92,235000,3.7,5.33,9
7308 S Fairfield Ave,Chicago,60629,9/28/23,1,3,1600,2613,239000,3.7,5.33,9
6148 S Campbell Ave,Chicago,60629,9/27/23,1,3,1150,3750,75000,3.7,5.33,9
3616 W 58th Pl,Chicago,60629,9/26/23,1,2,927,3746,250000,3.7,5.33,9
5810 S Keeler Ave,Chicago,60629,9/26/23,1,3,1148,4252,210000,3.7,5.33,9
6659 S Keating Ave,Chicago,60629,9/25/23,1,3,1000,3840,265000,3.7,5.33,9
3316 W 65th St,Chicago,60629,9/25/23,1,3,1200,10000,245000,3.7,5.33,9
3406 W 66th Pl,Chicago,60629,9/25/23,2,4,1632,6200,210000,3.7,5.33,9
7220 S California Ave,Chicago,60629,9/25/23,3,5,1489,3125,175000,3.7,5.33,9
7136 S Talman Ave,Chicago,60629,9/25/23,1,4,1122,3781.01,190000,3.7,5.33,9
