Address,City,Zip,SoldDate,Bathrooms,Bedrooms,LivingArea,LandArea,PropPrice,InflationRate,FederalInt,MonthID
713 N Crescent Dr,Beverly Hills,90210,3/29/23,4,3,4309,0.68,16500000,4.98,4.65,3
1201 Tower Grove Dr,Beverly Hills,90210,3/29/23,11,7,16439,3.01,38000000,4.98,4.65,3
1635 Ferrari Dr,Beverly Hills,90210,3/28/23,9,6,8896,0.57,14000000,4.98,4.65,3
1146 Maybrook Dr,Beverly Hills,90210,3/28/23,5,3,4296,0.27,5170000,4.98,4.65,3
1937 N Beverly Dr,Beverly Hills,90210,3/28/23,5,5,5712,10071.07,3005000,4.98,4.65,3
1810 Loma Vista Dr,Beverly Hills,90210,3/28/23,5,4,3685,0.46,1654500,4.98,4.65,3
9830 Cardigan Pl,Beverly Hills,90210,3/28/23,9,6,8004,0.46,9500000,4.98,4.65,3
608 N Linden Dr,Beverly Hills,90210,3/24/23,4,4,4489,0.28,8544500,4.98,4.65,3
1084 Marilyn Dr,Beverly Hills,90210,3/24/23,5,4,6006,0.32,9950000,4.98,4.65,3
2920 Hutton Dr,Beverly Hills,90210,3/24/23,4,4,3200,1.16,4050000,4.98,4.65,3
9560 Gloaming Dr,Beverly Hills,90210,3/24/23,4,4,2332,0.45,2615000,4.98,4.65,3
2357 Kimridge Rd,Beverly Hills,90210,3/24/23,8,7,9205,0.8,11700000,4.98,4.65,3
14027 Aubrey Rd,Beverly Hills,90210,3/23/23,7,6,8251,0.68,9475000,4.98,4.65,3
1615 Benedict Canyon Dr,Beverly Hills,90210,3/22/23,4,3,2619,8351,1900000,4.98,4.65,3
2717 N Deep Canyon Dr,Beverly Hills,90210,3/22/23,4,4,3040,0.47,2512000,4.98,4.65,3
524 N Beverly Dr,Beverly Hills,90210,3/21/23,12,8,10750,0.51,20800000,4.98,4.65,3
9770 Donington Pl,Beverly Hills,90210,3/15/23,6,6,4000,0.33,5885000,4.98,4.65,3
406 N Oakhurst Dr UNIT 205,Beverly Hills,90210,3/14/23,2,2,1471,0.35,955000,4.98,4.65,3
425 N Maple Dr UNIT 203,Beverly Hills,90210,3/13/23,4,3,2722,0.8,3133000,4.98,4.65,3
225 N Canon Dr #7158,Beverly Hills,90210,3/10/23,4,3,2820,1.47,8450000,4.98,4.65,3
225 N Canon Dr #8H,Beverly Hills,90210,3/10/23,4,3,2825,1.47,8450000,4.98,4.65,3
9560 Sherwood Forest Ln,Beverly Hills,90210,3/7/23,5,4,5245,0.82,5800000,4.98,4.65,3
2124 Coldwater Canyon Dr,Beverly Hills,90210,3/7/23,3,3,2319,10515,2475000,4.98,4.65,3
1960 Loma Vista Dr,Beverly Hills,90210,3/6/23,6,4,3890,0.49,5251000,4.98,4.65,3
938 N Alpine Dr,Beverly Hills,90210,3/3/23,7,5,5458,0.78,17995000,4.98,4.65,3
460 N Palm Dr UNIT 404,Beverly Hills,90210,3/3/23,4,3,2510,0.6,3350000,4.98,4.65,3
713 Walden Dr,Beverly Hills,90210,3/2/23,6,5,4412,0.37,8260000,4.98,4.65,3
1125 San Ysidro Dr,Beverly Hills,90210,3/1/23,7,5,6000,0.28,8300000,4.98,4.65,3
9022 Alto Cedro Dr,Beverly Hills,90210,3/1/23,5,5,5305,0.53,9600000,4.98,4.65,3
411 N Oakhurst Dr UNIT 401,Beverly Hills,90210,3/1/23,3,2,1837,0.71,1810000,4.98,4.65,3
12053 Crest Ct,Beverly Hills,90210,2/28/23,7,4,6416,0.3,6395000,6.04,4.57,2
3323 Clerendon Rd,Beverly Hills,90210,2/23/23,9,4,7667,0.43,7900000,6.04,4.57,2
722 Foothill Rd,Beverly Hills,90210,2/22/23,4,4,3878,0.38,9500000,6.04,4.57,2
1268 Beverly View Dr,Beverly Hills,90210,2/21/23,3,4,2688,9966.53,3655000,6.04,4.57,2
71 Beverly Park,Beverly Hills,90210,2/17/23,20,12,30500,6.14,55000000,6.04,4.57,2
67 Beverly Park Ct #67-68-69,Beverly Hills,90210,2/17/23,18,12,31608,9.85,52000000,6.04,4.57,2
318 N Maple Dr #24,Beverly Hills,90210,2/9/23,3,2,2090,0.86,1431000,6.04,4.57,2
1666 Summitridge Dr,Beverly Hills,90210,2/1/23,6,5,4500,1.24,3080000,6.04,4.57,2
1627 San Ysidro Dr,Beverly Hills,90210,2/1/23,5,4,3599,10762,2592000,6.04,4.57,2
3048 Franklin Canyon Dr,Beverly Hills,90210,2/1/23,3,3,2298,10030,1873000,6.04,4.57,2
525 Arkell Dr,Beverly Hills,90210,1/31/23,8,7,7206,0.56,10900000,6.41,4.33,1
1196 Summit Dr,Beverly Hills,90210,1/31/23,6,6,6834,0.93,11100000,6.41,4.33,1
3000 Benedict Canyon Dr,Beverly Hills,90210,1/30/23,9,5,11043,3.22,18350000,6.41,4.33,1
1539 N Beverly Dr,Beverly Hills,90210,1/25/23,2,4,1945,7499,2100000,6.41,4.33,1
412 N Palm Dr APT 303,Beverly Hills,90210,1/23/23,2,2,1579,0.35,4600,6.41,4.33,1
1350 Schuyler Rd,Beverly Hills,90210,1/19/23,3,3,1736,8559,1700000,6.41,4.33,1
9596 Shirley Ln,Beverly Hills,90210,1/13/23,2.5,3,2555,0.29,11500,6.41,4.33,1
1647 Tower Grove Dr,Beverly Hills,90210,1/11/23,5,5,4261,0.42,6737250,6.41,4.33,1
2650 Hutton Dr,Beverly Hills,90210,1/11/23,6,7,5048,0.48,5065000,6.41,4.33,1
714 N Crescent Dr,Beverly Hills,90210,1/6/23,4,4,5088,0.32,7800000,6.41,4.33,1
9451 Beverly Crest Dr,Beverly Hills,90210,1/5/23,7,5,4876,7713,6475000,6.41,4.33,1
9459 Beverly Crest Dr,Beverly Hills,90210,1/5/23,7,5,4876,7714,6475000,6.41,4.33,1
607 N Arden Dr,Beverly Hills,90210,1/4/23,5,4,4290,0.32,8925000,6.41,4.33,1
509 N Rodeo Dr,Beverly Hills,90210,12/30/22,2,2,1885,0.26,6000000,6.45,4.1,12
1465 Donhill Dr,Beverly Hills,90210,12/28/22,7,5,6378,2.1,3650000,6.45,4.1,12
203 N Palm Dr,Beverly Hills,90210,12/22/22,4,4,2758,7500,4987000,6.45,4.1,12
2199 Summitridge Dr,Beverly Hills,90210,12/22/22,3,4,2863,8982.07,2500000,6.45,4.1,12
1005 Summit Dr,Beverly Hills,90210,12/21/22,4,5,3989,0.49,7000000,6.45,4.1,12
1749 Franklin Canyon Dr,Beverly Hills,90210,12/20/22,4,3,2516,8483,1875000,6.45,4.1,12
450 N Oakhurst Dr APT 304,Beverly Hills,90210,12/14/22,2,2,1865,0.34,1315000,6.45,4.1,12
1332 Laurel Way,Beverly Hills,90210,12/14/22,9,5,11200,0.4,18200000,6.45,4.1,12
9708 Blantyre Dr,Beverly Hills,90210,12/14/22,3,4,2424,0.34,2200000,6.45,4.1,12
9540 Dalegrove Dr,Beverly Hills,90210,12/14/22,4,3,2441,7732,2625000,6.45,4.1,12
1115 N Beverly Dr,Beverly Hills,90210,12/13/22,7,6,6456,0.83,13000000,6.45,4.1,12
1916 San Ysidro Dr,Beverly Hills,90210,12/13/22,3.5,4,2932,0.3,2772500,6.45,4.1,12
2706 Ellison Dr,Beverly Hills,90210,12/13/22,3,4,2600,0.36,2600000,6.45,4.1,12
1171 Laurel Way,Beverly Hills,90210,12/8/22,4,3,3766,0.68,5765000,6.45,4.1,12
13870 Mulholland Dr,Beverly Hills,90210,12/5/22,9,6,10847,1,10000000,6.45,4.1,12
2332 Coldwater Canyon Dr,Beverly Hills,90210,12/2/22,3,4,2700,0.4,2000500,6.45,4.1,12
1053 N Hillcrest Rd,Beverly Hills,90210,12/1/22,4,4,4014,0.53,3500000,6.45,4.1,12
601 Mountain Dr,Beverly Hills,90210,11/30/22,15,6,27470,1.65,40000000,7.11,3.78,11
718 Walden Dr,Beverly Hills,90210,11/29/22,11,6,6549,0.44,9500000,7.11,3.78,11
218 Foothill Rd,Beverly Hills,90210,11/23/22,6,5,5404,7650,5100000,7.11,3.78,11
1517 N Beverly Dr,Beverly Hills,90210,11/23/22,2,2,2154,8041,2630000,7.11,3.78,11
9780 Drake Ln,Beverly Hills,90210,11/23/22,3,4,2150,0.52,1985000,7.11,3.78,11
14159 Beresford Rd,Beverly Hills,90210,11/18/22,6,5,5191,0.54,4200000,7.11,3.78,11
1625 N Beverly Dr,Beverly Hills,90210,11/18/22,4,3,2944,8733,2775000,7.11,3.78,11
1715 Loma Vista Dr,Beverly Hills,90210,11/18/22,5,4,5800,0.46,12400000,7.11,3.78,11
729 N Bedford Dr,Beverly Hills,90210,11/16/22,7,8,6330,0.42,17100000,7.11,3.78,11
2283 San Ysidro Dr,Beverly Hills,90210,11/16/22,3,3,2626,0.31,4016000,7.11,3.78,11
339 N Palm Dr APT 401,Beverly Hills,90210,11/15/22,3,3,2790,0.54,2262500,7.11,3.78,11
450 N Oakhurst Dr APT 301,Beverly Hills,90210,11/15/22,2,2,1789,0.34,1410000,7.11,3.78,11
1446 Lindacrest Dr,Beverly Hills,90210,11/15/22,4.5,4,3875,0.26,5655000,7.11,3.78,11
1375 Summitridge Dr,Beverly Hills,90210,11/15/22,8,6,6790,1.45,12300000,7.11,3.78,11
1945 Loma Vista Dr,Beverly Hills,90210,11/15/22,5,4,3461,0.48,4300000,7.11,3.78,11
424 N Palm Dr,Beverly Hills,90210,11/14/22,2,2,1250,0.33,1268000,7.11,3.78,11
505 N Roxbury Dr,Beverly Hills,90210,11/14/22,4,5,3330,0.26,5600000,7.11,3.78,11
424 N Palm Dr UNIT 101,Beverly Hills,90210,11/14/22,2,3,1471,0.33,1268000,7.11,3.78,11
1326 Beverly Estate Dr,Beverly Hills,90210,11/10/22,4,3,3441,0.61,3900000,7.11,3.78,11
9825 Melinda Dr,Beverly Hills,90210,11/9/22,4,4,3117,0.74,3000000,7.11,3.78,11
1836 Loma Vista Dr,Beverly Hills,90210,11/8/22,7,4,5423,0.99,8475000,7.11,3.78,11
960 N Alpine Dr,Beverly Hills,90210,11/7/22,7,4,5286,0.72,23250000,7.11,3.78,11
1196 Cabrillo Dr,Beverly Hills,90210,11/7/22,7,4,8628,1.75,51000000,7.11,3.78,11
1199 Cabrillo Dr,Beverly Hills,90210,11/7/22,3,3,2785,0.49,51000000,7.11,3.78,11
325 N Oakhurst Dr APT 505,Beverly Hills,90210,11/4/22,3,2,2325,0.59,1636000,7.11,3.78,11
930 N Alpine Dr,Beverly Hills,90210,11/3/22,7,7,11891,2.03,37000000,7.11,3.78,11
3343 Clerendon Rd,Beverly Hills,90210,11/2/22,5,4,6755,0.44,9650000,7.11,3.78,11
515 N Sierra Dr,Beverly Hills,90210,11/1/22,7,6,7306,10833,13000000,7.11,3.78,11
424 N Palm Dr UNIT 202,Beverly Hills,90210,10/31/22,2,2,1243,0.33,1015000,7.75,3.08,10
9473 Rembert Ln,Beverly Hills,90210,10/31/22,4,4,3980,0.33,2654000,7.75,3.08,10
335 Trousdale Pl,Beverly Hills,90210,10/28/22,7,5,6229,0.48,35250000,7.75,3.08,10
10062 Westwanda Dr,Beverly Hills,90210,10/28/22,4,3,2595,0.34,3125000,7.75,3.08,10
703 N Canon Dr,Beverly Hills,90210,10/26/22,7,6,7491,0.63,15208000,7.75,3.08,10
9845 Portola Dr,Beverly Hills,90210,10/26/22,4,4,2753,0.29,7500,7.75,3.08,10
1571 Tower Grove Dr,Beverly Hills,90210,10/25/22,8,6,7490,0.31,7400000,7.75,3.08,10
1949 Coldwater Canyon Dr,Beverly Hills,90210,10/25/22,5,3,3318,0.28,3175000,7.75,3.08,10
9400 Readcrest Dr,Beverly Hills,90210,10/21/22,7,5,5000,9334,7300000,7.75,3.08,10
9621 Cedarbrook Dr,Beverly Hills,90210,10/21/22,3.5,3,2079,8716,2800000,7.75,3.08,10
603 N Camden Dr,Beverly Hills,90210,10/20/22,4,5,4227,0.29,7900000,7.75,3.08,10
1118 Tower Rd,Beverly Hills,90210,10/20/22,6,5,5862,0.31,7925000,7.75,3.08,10
1687 Clear View Dr,Beverly Hills,90210,10/19/22,3,4,3000,0.3,1251500,7.75,3.08,10
1695 Clear View Dr,Beverly Hills,90210,10/19/22,3,4,2248,9931,392000,7.75,3.08,10
1758 Clear View Dr,Beverly Hills,90210,10/19/22,4,5,2706,0.25,425000,7.75,3.08,10
2138 San Ysidro Dr,Beverly Hills,90210,10/19/22,4,4,3586,0.33,5000000,7.75,3.08,10
1062 Maybrook Dr,Beverly Hills,90210,10/17/22,4,5,4118,0.41,6350000,7.75,3.08,10
339 N Palm Dr APT 404,Beverly Hills,90210,10/14/22,3,2,2762,0.54,1763000,7.75,3.08,10
1841 Noel Pl,Beverly Hills,90210,10/14/22,2,3,2137,7983,2030000,7.75,3.08,10
1356 Summitridge Dr,Beverly Hills,90210,10/14/22,4,4,3148,5905,2400000,7.75,3.08,10
520 N Rexford Dr,Beverly Hills,90210,10/12/22,4,4,3305,0.27,8970000,7.75,3.08,10
809 N Linden Dr,Beverly Hills,90210,10/12/22,7,6,7881,0.5,13000000,7.75,3.08,10
9212 Hazen Dr,Beverly Hills,90210,10/12/22,6,5,6640,1.13,9000000,7.75,3.08,10
705 N Alta Dr,Beverly Hills,90210,10/11/22,9,6,11846,0.42,16750000,7.75,3.08,10
443 N Palm Dr APT 401,Beverly Hills,90210,10/11/22,4,3,2664,0.34,3500000,7.75,3.08,10
1023 N Roxbury Dr,Beverly Hills,90210,10/7/22,7,8,11703,0.66,28750000,7.75,3.08,10
576 Chalette Dr,Beverly Hills,90210,10/7/22,6,5,4607,0.46,7000000,7.75,3.08,10
603 N Doheny Dr APT 2B,Beverly Hills,90210,10/4/22,3,2,1600,7000,1210000,7.75,3.08,10
626 N Crescent Dr,Beverly Hills,90210,10/4/22,4,5,4322,0.35,8175000,7.75,3.08,10
1095 N Hillcrest Rd,Beverly Hills,90210,10/3/22,8,5,10969,0.62,25400000,7.75,3.08,10
1060 Woodland Dr,Beverly Hills,90210,9/30/22,4.5,4,5868,0.46,11165000,8.2,2.56,9
521 N Hillcrest Rd,Beverly Hills,90210,9/29/22,3,4,4500,0.25,10750000,8.2,2.56,9
2231 Benedict Canyon Dr,Beverly Hills,90210,9/28/22,8,6,7868,0.7,8954000,8.2,2.56,9
1178 Loma Linda Dr,Beverly Hills,90210,9/28/22,7,3,5227,1.07,265000,8.2,2.56,9
605 N Elm Dr,Beverly Hills,90210,9/23/22,5,3,3490,0.28,6625000,8.2,2.56,9
447 N Doheny Dr #102,Beverly Hills,90210,9/22/22,3,2,1942,0.48,1475000,8.2,2.56,9
262 N Crescent Dr APT 3C,Beverly Hills,90210,9/21/22,3,3,1800,0.35,1485000,8.2,2.56,9
2660 Hutton Dr,Beverly Hills,90210,9/20/22,3,4,2902,0.34,2300000,8.2,2.56,9
9847 Yoakum Dr,Beverly Hills,90210,9/20/22,2,3,1500,7753,1360000,8.2,2.56,9
1360 Laurel Way,Beverly Hills,90210,9/16/22,3,3,2718,1.39,5750000,8.2,2.56,9
2277 Betty Ln,Beverly Hills,90210,9/16/22,4,4,2526,0.35,2900000,8.2,2.56,9
725 N Doheny Dr,Beverly Hills,90210,9/15/22,4,4,3242,7000,3700000,8.2,2.56,9
3027 Franklin Canyon Dr,Beverly Hills,90210,9/15/22,2,4,2404,8084,2350000,8.2,2.56,9
1256 Delresto Dr,Beverly Hills,90210,9/13/22,8,6,6151,0.44,4900000,8.2,2.56,9
432 N Oakhurst Dr #504,Beverly Hills,90210,9/13/22,3,2,2020,0.71,3335000,8.2,2.56,9
432 N Oakhurst Dr #304,Beverly Hills,90210,9/9/22,3,2,2030,0.71,2050000,8.2,2.56,9
425 N Maple Dr UNIT 202,Beverly Hills,90210,9/7/22,5,4,2477,0.8,2370000,8.2,2.56,9
514 Doheny Rd,Beverly Hills,90210,9/6/22,8,5,9300,0.87,35500000,8.2,2.56,9
424 N Palm Dr UNIT 301,Beverly Hills,90210,8/31/22,2,2,1471,0.33,1320000,8.26,2.33,8
514 N Camden Dr,Beverly Hills,90210,8/31/22,3,3,2639,0.3,7200000,8.26,2.33,8
1121 Tower Rd,Beverly Hills,90210,8/31/22,8,6,8690,0.37,9200000,8.26,2.33,8
1519 Schuyler Rd,Beverly Hills,90210,8/31/22,3,3,3167,5986,3150000,8.26,2.33,8
1612 Schuyler Rd,Beverly Hills,90210,8/29/22,2,2,1887,5039,2500000,8.26,2.33,8
3072 N Deep Canyon Dr,Beverly Hills,90210,8/29/22,4.5,4,3918,1.18,5200000,8.26,2.33,8
9621 Arby Dr,Beverly Hills,90210,8/29/22,5,5,4100,0.49,8705000,8.26,2.33,8
613 N Roxbury Dr,Beverly Hills,90210,8/26/22,5,3,2668,0.29,7850000,8.26,2.33,8
425 N Maple Dr UNIT 304,Beverly Hills,90210,8/25/22,4,3,2314,0.8,2765000,8.26,2.33,8
3001 Benedict Canyon Dr,Beverly Hills,90210,8/24/22,7,6,7100,1.61,3400000,8.26,2.33,8
1510 Gilcrest Dr,Beverly Hills,90210,8/23/22,5,4,3396,0.42,8250000,8.26,2.33,8
2215 Bowmont Dr,Beverly Hills,90210,8/19/22,2.5,3,2366,5662,2505000,8.26,2.33,8
403 N Oakhurst Dr APT 204,Beverly Hills,90210,8/18/22,2,2,1296,0.35,1020000,8.26,2.33,8
9354 Readcrest Dr,Beverly Hills,90210,8/17/22,4,3,2753,0.32,4300000,8.26,2.33,8
9768 Burnley Pl,Beverly Hills,90210,8/16/22,4,4,3340,0.47,17500,8.26,2.33,8
1920 Loma Vista Dr,Beverly Hills,90210,8/16/22,4,5,3912,0.52,5400000,8.26,2.33,8
1501 Schuyler Rd,Beverly Hills,90210,8/12/22,4,1,2965,7935,2500000,8.26,2.33,8
9674 Highridge Dr,Beverly Hills,90210,8/12/22,10,5,8456,0.54,16500000,8.26,2.33,8
611 N Maple Dr,Beverly Hills,90210,8/10/22,5,5,3742,0.3,9500000,8.26,2.33,8
447 N Doheny Dr APT 402,Beverly Hills,90210,8/10/22,5,3,3937,0.48,3950000,8.26,2.33,8
1150 Benedict Canyon Dr,Beverly Hills,90210,8/9/22,6,5,7162,0.36,7800000,8.26,2.33,8
2790 Ellison Dr,Beverly Hills,90210,8/9/22,5,4,3101,0.27,3740000,8.26,2.33,8
9455 Readcrest Dr,Beverly Hills,90210,8/9/22,7,5,7700,0.37,9250000,8.26,2.33,8
202 N Crescent Dr UNIT 4,Beverly Hills,90210,8/5/22,3.5,4,2620,7509,3050000,8.26,2.33,8
1109 Calle Vista Dr,Beverly Hills,90210,8/5/22,10,5,30000,1.84,33200000,8.26,2.33,8
410 Doheny Rd,Beverly Hills,90210,8/4/22,5,4,5483,0.54,15000000,8.26,2.33,8
2175 Summitridge Dr,Beverly Hills,90210,8/2/22,6,5,8535,0.27,45000,8.26,2.33,8
908 Glen Way,Beverly Hills,90210,8/1/22,5,5,3924,0.51,12000000,8.26,2.33,8
430 N Oakhurst Dr UNIT 302,Beverly Hills,90210,8/1/22,2.5,4,2052,0.7,2225000,8.26,2.33,8
3348 Clerendon Rd,Beverly Hills,90210,7/29/22,7,5,7648,0.53,7900000,8.52,1.68,7
1215 Benedict Canyon Dr,Beverly Hills,90210,7/29/22,7,6,7800,0.51,8400000,8.52,1.68,7
1480 Benedict Canyon Dr,Beverly Hills,90210,7/29/22,2.5,2,1400,0.36,1695500,8.52,1.68,7
9621 Heather Rd,Beverly Hills,90210,7/26/22,7,6,4861,10301,5475000,8.52,1.68,7
711 N Oakhurst Dr,Beverly Hills,90210,7/25/22,5,7,5250,0.46,10450000,8.52,1.68,7
1243 Lago Vista Dr,Beverly Hills,90210,7/22/22,3.5,4,3968,0.61,3827000,8.52,1.68,7
1335 Shadybrook Dr,Beverly Hills,90210,7/22/22,5,4,3995,0.54,3795000,8.52,1.68,7
1108 Wallace Rdg,Beverly Hills,90210,7/22/22,14,7,18169,0.57,42000000,8.52,1.68,7
1944 N Beverly Dr,Beverly Hills,90210,7/21/22,5,5,4545,8990,3575000,8.52,1.68,7
916 Benedict Canyon Dr,Beverly Hills,90210,7/20/22,8,7,6840,0.57,13600000,8.52,1.68,7
212 N Elm Dr,Beverly Hills,90210,7/19/22,4,5,3907,7499,5260000,8.52,1.68,7
9374 Beverly Crest Dr,Beverly Hills,90210,7/18/22,6,5,7034,0.57,13225000,8.52,1.68,7
9478 Cherokee Ln,Beverly Hills,90210,7/18/22,3,2,2781,0.27,2950000,8.52,1.68,7
9301 W Cherokee Ln,Beverly Hills,90210,7/18/22,9.5,7,10998,0.64,13400000,8.52,1.68,7
725 N Camden Dr,Beverly Hills,90210,7/14/22,3,3,2912,0.36,9526000,8.52,1.68,7
314 N Elm Dr,Beverly Hills,90210,7/13/22,5,4,3686,7502,4500000,8.52,1.68,7
624 N Arden Dr,Beverly Hills,90210,7/12/22,5.5,6,5942,0.32,9450000,8.52,1.68,7
2064 Coldwater Canyon Dr,Beverly Hills,90210,7/12/22,5,4,4000,0.41,3825000,8.52,1.68,7
1120 Angelo Dr,Beverly Hills,90210,7/11/22,3.5,3,2801,0.31,4455000,8.52,1.68,7
439 N Doheny Dr UNIT 204,Beverly Hills,90210,7/8/22,2,1,972,0.48,1000000,8.52,1.68,7
1501 N Beverly Dr,Beverly Hills,90210,7/8/22,4,4,3464,5510,3630000,8.52,1.68,7
9719 Blantyre Dr,Beverly Hills,90210,7/8/22,4.5,4,3674,0.59,1450000,8.52,1.68,7
723 N Bedford Dr,Beverly Hills,90210,6/30/22,4,4,5101,0.33,9165500,9.06,1.21,6
1463 Claridge Dr,Beverly Hills,90210,6/30/22,5,6,3598,1.2,6150000,9.06,1.21,6
507 Foothill Rd,Beverly Hills,90210,6/29/22,3,3,2275,0.33,7700000,9.06,1.21,6
801 N Alta Dr,Beverly Hills,90210,6/27/22,6,4,5766,0.56,10250000,9.06,1.21,6
2200 Summitridge Dr,Beverly Hills,90210,6/27/22,7,5,8000,10188,13400000,9.06,1.21,6
441 N Oakhurst Dr APT 706,Beverly Hills,90210,6/24/22,2,2,1566,0.52,1225000,9.06,1.21,6
2047 Benedict Canyon Dr,Beverly Hills,90210,6/24/22,3,3,2441,8245,2210000,9.06,1.21,6
2231 Gloaming Way,Beverly Hills,90210,6/22/22,2,2,1665,10781,1900000,9.06,1.21,6
9616 Highland Gorge Dr,Beverly Hills,90210,6/21/22,2,2,1095,7039,1680000,9.06,1.21,6
10090 Cielo Dr,Beverly Hills,90210,6/21/22,4,3,2490,5780,2175000,9.06,1.21,6
2519 Hutton Dr,Beverly Hills,90210,6/21/22,3,3,2040,0.46,2090000,9.06,1.21,6
712 N Rodeo Dr,Beverly Hills,90210,6/20/22,5.5,5,4000,0.38,38000,9.06,1.21,6
9509 Heather Rd,Beverly Hills,90210,6/17/22,6,4,5688,2.21,21750000,9.06,1.21,6
460 N Palm Dr #203,Beverly Hills,90210,6/16/22,3,2,1950,0.6,2250000,9.06,1.21,6
9595 Lime Orchard Rd,Beverly Hills,90210,6/15/22,2,3,2468,0.93,6300000,9.06,1.21,6
1161 Angelo Dr,Beverly Hills,90210,6/10/22,4,4,2834,0.33,5000000,9.06,1.21,6
403 N Oakhurst Dr APT 303,Beverly Hills,90210,6/9/22,2,2,1290,0.35,1090000,9.06,1.21,6
9100 Hazen Dr,Beverly Hills,90210,6/9/22,8,5,6861,0.76,7995000,9.06,1.21,6
2358 Kimridge Rd,Beverly Hills,90210,6/9/22,7,5,6646,0.32,6000000,9.06,1.21,6
1010 N Roxbury Dr,Beverly Hills,90210,6/8/22,13,8,13765,0.64,24500000,9.06,1.21,6
430 N Oakhurst Dr UNIT 208,Beverly Hills,90210,6/8/22,3,2,2008,0.7,1980000,9.06,1.21,6
9711 Oak Pass Rd,Beverly Hills,90210,6/7/22,2,2,1947,0.31,2510000,9.06,1.21,6
324 N Palm Dr UNIT 401,Beverly Hills,90210,6/6/22,2,2,1701,0.58,1440000,9.06,1.21,6
9551 Oak Pass Rd,Beverly Hills,90210,6/6/22,4,5,2820,0.31,15000000,9.06,1.21,6
1300 Beverly Estates Dr,Beverly Hills,90210,6/6/22,9,5,12500,1.56,26200000,9.06,1.21,6
439 N Doheny Dr UNIT 106,Beverly Hills,90210,6/2/22,2,2,1207,0.48,1072500,9.06,1.21,6
2075 Benedict Canyon Dr,Beverly Hills,90210,6/2/22,2,3,1920,0.36,1725000,9.06,1.21,6
1251 Shadow Hill Way,Beverly Hills,90210,6/1/22,7,5,9000,0.33,19950000,9.06,1.21,6
1316 Beverly Grove Pl,Beverly Hills,90210,6/1/22,6,4,5875,0.64,3800000,9.06,1.21,6
411 N Oakhurst Dr UNIT 305,Beverly Hills,90210,5/31/22,3,2,1594,0.71,1450000,8.58,0.77,5
9819 Curwood Pl,Beverly Hills,90210,5/27/22,1,1,4274,0.55,2900000,8.58,0.77,5
502 N Alta Dr,Beverly Hills,90210,5/26/22,2,3,1924,0.26,6055000,8.58,0.77,5
813 Greenway Dr,Beverly Hills,90210,5/23/22,8,7,8180,0.88,24739000,8.58,0.77,5
1847 N Beverly Dr,Beverly Hills,90210,5/23/22,5,2,2733,8498,2900000,8.58,0.77,5
527 N Maple Dr,Beverly Hills,90210,5/20/22,2,4,2409,0.27,9068000,8.58,0.77,5
2045 Benedict Canyon Dr,Beverly Hills,90210,5/20/22,3,3,1789,0.3,2100000,8.58,0.77,5
1432 Lindacrest Dr,Beverly Hills,90210,5/20/22,6,5,5092,9892,4100000,8.58,0.77,5
517 N Beverly Dr,Beverly Hills,90210,5/19/22,8,7,9957,0.31,13750000,8.58,0.77,5
509 N Linden Dr,Beverly Hills,90210,5/19/22,4,4,3416,10428,7075000,8.58,0.77,5
1456 Altridge Dr,Beverly Hills,90210,5/19/22,7,5,6004,0.29,4190000,8.58,0.77,5
1919 N Beverly Dr,Beverly Hills,90210,5/18/22,3,3,2646,7609,3150000,8.58,0.77,5
1414 Seabright Pl,Beverly Hills,90210,5/18/22,9,5,10610,1.25,18950000,8.58,0.77,5
507 N Maple Dr,Beverly Hills,90210,5/17/22,7,6,6049,0.29,10470000,8.58,0.77,5
1001 Angelo Dr,Los Angeles,90210,5/17/22,4,4,3971,0.38,4500000,8.58,0.77,5
1853 Noel Pl,Beverly Hills,90210,5/16/22,5,4,3862,9094,4480000,8.58,0.77,5
9814 Curwood Pl,Beverly Hills,90210,5/16/22,9,6,9500,0.77,11800000,8.58,0.77,5
1450 Altridge Dr,Beverly Hills,90210,5/16/22,5.5,5,4300,9171,3700000,8.58,0.77,5
325 N Oakhurst Dr PENTHOUSE 1,Beverly Hills,90210,5/12/22,5,4,3502,0.59,3650000,8.58,0.77,5
590 Evelyn Pl,Beverly Hills,90210,5/10/22,4,4,3006,0.77,5570000,8.58,0.77,5
9565 Cherokee Ln,Beverly Hills,90210,5/9/22,5,5,4711,0.34,6500000,8.58,0.77,5
2247 Coldwater Canyon Dr,Beverly Hills,90210,5/6/22,3,3,2924,0.26,2500000,8.58,0.77,5
12000 Crest Ct,Beverly Hills,90210,5/5/22,7,6,7013,0.34,7425000,8.58,0.77,5
1024 Ridgedale Dr,Beverly Hills,90210,5/5/22,11,7,10500,0.61,31000000,8.58,0.77,5
1740 Clear View Dr,Beverly Hills,90210,5/3/22,3,3,2747,0.25,3607500,8.58,0.77,5
9330 Hazen Dr,Beverly Hills,90210,5/3/22,11,6,8802,1.22,12960000,8.58,0.77,5
1423 Schuyler Rd,Beverly Hills,90210,5/2/22,6,5,3487,0.54,3247500,8.58,0.77,5
1414 San Ysidro Dr,Beverly Hills,90210,5/2/22,2,2,1682,9186,1775000,8.58,0.77,5
1078 Maybrook Dr,Beverly Hills,90210,5/2/22,5,5,4135,0.26,4200000,8.58,0.77,5
718 N Rexford Dr,Beverly Hills,90210,5/1/22,6.5,6,6020,0.41,65000,8.58,0.77,5
