Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Broker name,Broker agent,Street address,City,Zip,State,Country,FederalInt
https://www.zillow.com/homedetails/2044-W-Olive-Way-Chandler-AZ-85248/55274125_zpid/,,House for sale,Single Family,,484900,Yes,10000,02/14/2024,1311,sqft,369.87,3734,sqft,3,2,Just Selling AZ,,2044 W Olive Way,Chandler,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/1523-W-Mission-Dr-Chandler-AZ-85224/8176640_zpid/,,House for sale,Single Family,26,540000,No,,,1958,sqft,275.79,6845,sqft,4,2,Perkinson Properties LLC,,1523 W Mission Dr,Chandler,85224,AZ,USA,5.33
https://www.zillow.com/homedetails/936-N-Evergreen-St-Chandler-AZ-85225/8189451_zpid/,,House for sale,Single Family,1,395000,No,,,1648,sqft,239.68,8189,sqft,3,2,West USA Realty,,936 N Evergreen St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/948-E-Flint-St-Chandler-AZ-85225/8189281_zpid/,,House for sale,Single Family,20,405000,No,,,1352,sqft,299.56,7710,sqft,4,2,Exzel Realty,,948 E Flint St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/756-E-Commonwealth-Pl-Chandler-AZ-85225/8205415_zpid/,,House for sale,Single Family,93,389000,No,,,1224,sqft,317.81,6826,sqft,3,2,Realty ONE Group,,756 E Commonwealth Pl,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/6990-S-Bell-Pl-Chandler-AZ-85249/59263233_zpid/,,House for sale,Single Family,5,1000000,No,,,4029,sqft,248.2,10337,sqft,4,4,eXp Realty,,6990 S Bell Pl,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/3535-N-Nevada-St-Chandler-AZ-85225/87800622_zpid/,,House for sale,Single Family,5,849000,No,,,2667,sqft,318.34,1.12,acres,5,3,Long Realty Canyon Sky,,3535 N Nevada St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/420-E-Canyon-Way-Chandler-AZ-85249/60985872_zpid/,,House for sale,Single Family,8,769900,No,,,2326,sqft,331,0.28,acres,3,2,West USA Realty,,420 E Canyon Way,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/922-W-Bluebird-Dr-Chandler-AZ-85286/60986967_zpid/,,House for sale,Single Family,8,1195000,No,,,4525,sqft,264.09,0.27,acres,6,4,RETSY,,922 W Bluebird Dr,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/11624-E-Twilight-Ct-Chandler-AZ-85249/81976200_zpid/,,House for sale,Single Family,42,1200000,No,,,5345,sqft,224.51,0.5,acres,6,5,Realty ONE Group,,11624 E Twilight Ct,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/769-E-Lovebird-Ln-Gilbert-AZ-85297/81955073_zpid/,,House for sale,Single Family,,779000,Yes,10000,02/09/2024,3136,sqft,248.41,8125,sqft,4,3,DPR Realty LLC,,769 E Lovebird Ln,Gilbert,85297,AZ,USA,5.33
https://www.zillow.com/homedetails/1151-W-Kingbird-Dr-Chandler-AZ-85286/8210470_zpid/,,House for sale,Single Family,,477000,No,,,1317,sqft,362.19,4975,sqft,3,2,"Opendoor Brokerage, LLC",,1151 W Kingbird Dr,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/1190-E-Westchester-Dr-Chandler-AZ-85249/8228075_zpid/,,House for sale,Single Family,4,598000,No,,,2259,sqft,264.72,0.27,acres,3,2,Keller Williams Integrity First,,1190 E Westchester Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/705-W-El-Prado-Rd-Chandler-AZ-85225/8177573_zpid/,,House for sale,Single Family,23,469900,No,,,1368,sqft,343.49,6534,sqft,3,2,TomKat Real Estate,,705 W El Prado Rd,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/3229-S-Danielson-Way-Chandler-AZ-85286/62733409_zpid/,,House for sale,Single Family,5,795000,No,,,2672,sqft,297.53,0.26,acres,4,3,West USA Realty,,3229 S Danielson Way,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/727-N-Gregory-Pl-Chandler-AZ-85226/8157892_zpid/,,House for sale,Single Family,10,575000,No,,,1607,sqft,357.81,5310,sqft,3,2,West USA Realty,,727 N Gregory Pl,Chandler,85226,AZ,USA,5.33
https://www.zillow.com/homedetails/5750-S-Dragoon-Dr-Chandler-AZ-85249/58494085_zpid/,,House for sale,Single Family,,699900,Yes,20000,01/14/2024,2685,sqft,260.67,8400,sqft,4,3,HomeSmart,,5750 S Dragoon Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/25428-S-Ontario-Dr-Sun-Lakes-AZ-85248/8219584_zpid/,,House for sale,Single Family,,359900,Yes,28100,01/23/2024,1661,sqft,216.68,7584,sqft,3,2,West USA Realty,,25428 S Ontario Dr,Sun Lakes,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/5233-S-Huachuca-Pl-Chandler-AZ-85249/89456439_zpid/,,House for sale,Single Family,5,1088800,No,,,3388,sqft,321.37,0.29,acres,4,5,West USA Realty,,5233 S Huachuca Pl,Chandler,85249,AZ,USA,5.33
